13	J	5998
13	R	5998
13	W	5998
0	R	5998
17	J	6098
16	J	6098
15	J	6098
14	J	6098
17	R	6098
17	W	6098
16	R	6098
16	W	6098
15	R	6098
15	W	6098
14	R	6098
14	W	6098
0	R	6098
13	J	6099
13	R	6099
13	E	6099
12	J	6099
12	R	6099
12	W	6099
0	R	6099
17	J	6199
16	J	6199
15	J	6199
14	J	6199
17	R	6199
17	W	6199
16	R	6199
16	W	6199
15	R	6199
15	W	6199
14	R	6199
14	W	6199
0	R	6199
17	J	6300
16	J	6300
15	J	6300
14	J	6300
17	R	6300
17	W	6300
16	R	6300
16	W	6300
15	R	6300
15	W	6300
14	R	6300
14	E	6300
12	J	6300
12	R	6301
12	W	6301
0	R	6301
17	J	6401
16	J	6401
15	J	6401
17	R	6401
17	W	6401
16	R	6401
16	W	6401
15	R	6401
15	W	6401
0	R	6401
17	J	6502
16	J	6502
15	J	6502
17	R	6502
17	W	6502
16	R	6502
16	W	6502
15	R	6502
15	E	6502
12	J	6502
12	R	6502
12	W	6502
0	R	6503
17	J	6603
16	J	6603
17	R	6603
17	W	6603
16	R	6603
16	W	6603
0	R	6603
17	J	6704
16	J	6704
17	R	6704
17	W	6704
16	R	6704
16	E	6704
12	J	6704
12	R	6704
12	W	6704
0	R	6704
17	J	6805
17	R	6805
17	W	6805
0	R	6805
17	J	6906
17	R	6906
17	E	6906
12	J	6906
12	R	6906
12	E	6907
4	J	6907
4	R	6907
18	N	6908
18	J	6908
4	W	6908
18	R	6908
4	J	6910
18	E	6911
4	R	6911
4	W	6911
0	R	6911
4	J	6930
4	R	6930
4	W	6930
0	R	6930
4	J	7169
4	R	7169
4	W	7169
0	R	7169
4	J	7295
4	R	7295
4	W	7295
0	R	7295
4	J	7451
4	R	7451
4	W	7451
0	R	7451
4	J	7548
4	R	7548
4	W	7548
0	R	7548
4	J	7739
4	R	7739
19	N	7741
19	J	7741
4	W	7742
19	R	7742
