1	N	48
1	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	106
5	R	106
4	J	108
5	E	109
4	R	109
4	W	114
0	R	114
4	J	703
4	R	703
4	W	703
0	R	703
4	J	759
4	R	759
4	W	759
0	R	759
4	J	957
4	R	957
4	W	957
0	R	957
4	J	1030
4	R	1030
4	W	1030
0	R	1030
4	J	1101
4	R	1101
4	W	1101
0	R	1101
4	J	1161
4	R	1161
4	W	1161
0	R	1161
4	J	1302
4	R	1302
4	W	1303
0	R	1303
4	J	1384
4	R	1384
4	W	1384
0	R	1384
4	J	1547
4	R	1547
4	W	1547
0	R	1547
4	J	1627
4	R	1627
4	W	1627
0	R	1627
4	J	1687
4	R	1687
4	W	1687
0	R	1687
4	J	1771
4	R	1771
4	W	1771
0	R	1771
4	J	1847
4	R	1847
4	W	1847
0	R	1847
4	J	1934
4	R	1934
4	W	1934
0	R	1934
4	J	2030
4	R	2030
4	W	2030
0	R	2030
4	J	2072
4	R	2072
4	W	2072
0	R	2072
4	J	2228
4	R	2228
4	W	2228
0	R	2228
4	J	2307
4	R	2307
4	W	2307
0	R	2307
4	J	2443
4	R	2443
4	W	2443
0	R	2443
4	J	2489
4	R	2489
4	W	2489
0	R	2489
4	J	2571
4	R	2571
4	W	2571
0	R	2571
4	J	2654
4	R	2654
4	W	2654
0	R	2654
3	J	3072
3	R	3072
3	W	3072
0	R	3072
4	J	3072
4	R	3072
4	W	3073
0	R	3073
4	J	3152
4	R	3152
4	W	3152
0	R	3152
4	J	3158
4	R	3158
4	W	3158
0	R	3158
4	J	3264
4	R	3264
4	W	3264
0	R	3264
4	J	3386
4	R	3386
6	N	3388
6	J	3388
4	W	3388
6	R	3388
7	N	3393
7	J	3393
6	W	3393
7	R	3393
7	E	3449
6	J	3449
6	R	3449
8	N	3450
8	J	3450
6	W	3450
8	R	3450
8	E	3557
6	J	3557
6	R	3557
9	N	3558
9	J	3558
6	W	3559
9	R	3559
9	E	3584
6	J	3584
6	R	3584
10	N	3587
10	J	3587
6	W	3587
10	R	3587
10	E	3667
6	J	3667
6	R	3667
6	E	3669
4	J	3669
4	R	3669
11	N	3670
11	J	3670
4	W	3671
11	R	3671
4	J	3673
11	E	3673
4	R	3673
4	W	3674
0	R	3674
4	J	3738
4	R	3738
4	W	3739
0	R	3739
4	J	3850
4	R	3850
4	W	3851
0	R	3851
4	J	4199
4	R	4199
4	W	4199
0	R	4199
4	J	4306
4	R	4306
4	W	4307
0	R	4307
4	J	4396
4	R	4396
4	W	4396
0	R	4396
4	J	4477
4	R	4477
4	W	4477
0	R	4477
4	J	5029
4	R	5029
4	W	5029
0	R	5029
4	J	5101
4	R	5101
4	W	5101
0	R	5101
4	J	5295
4	R	5295
4	W	5296
0	R	5296
4	J	5412
4	R	5412
4	W	5412
0	R	5412
4	J	5439
4	R	5439
4	W	5439
0	R	5439
4	J	5550
4	R	5550
4	W	5550
0	R	5550
4	J	5657
4	R	5657
4	W	5657
0	R	5657
4	J	5735
4	R	5735
4	W	5735
0	R	5735
4	J	5889
4	R	5889
12	N	5890
12	J	5890
4	W	5891
12	R	5891
13	N	5892
13	J	5892
14	N	5893
14	J	5894
15	N	5894
15	J	5894
16	N	5895
16	J	5895
17	N	5896
17	J	5896
12	W	5896
17	R	5896
17	W	5896
16	R	5896
16	W	5896
15	R	5896
15	W	5896
14	R	5896
14	W	5896
13	R	5896
13	W	5897
0	R	5897
17	J	5997
16	J	5997
15	J	5997
14	J	5997
17	R	5997
17	W	5997
16	R	5997
16	W	5997
15	R	5997
15	W	5997
14	R	5997
14	W	5997
0	R	5997
