15	W	5638
14	R	5638
14	W	5638
13	R	5638
13	W	5638
0	R	5638
17	J	5738
17	R	5738
17	W	5738
0	R	5738
13	J	5739
13	R	5739
13	E	5739
16	J	5739
15	J	5739
14	J	5739
12	J	5739
16	R	5739
16	W	5739
15	R	5739
15	W	5739
14	R	5739
14	W	5739
12	R	5740
12	W	5740
0	R	5740
17	J	5839
17	R	5839
17	W	5839
0	R	5839
16	J	5840
15	J	5840
14	J	5840
16	R	5840
16	W	5840
15	R	5840
15	W	5840
14	R	5840
14	W	5840
0	R	5840
17	J	5940
17	R	5940
17	W	5940
0	R	5940
16	J	5941
15	J	5941
14	J	5941
16	R	5941
16	W	5941
15	R	5941
15	W	5941
14	R	5941
14	E	5941
12	J	5941
12	R	5941
12	W	5941
0	R	5942
17	J	6041
17	R	6041
17	W	6041
0	R	6041
16	J	6042
15	J	6042
16	R	6042
16	W	6042
15	R	6042
15	W	6042
0	R	6042
17	J	6142
17	R	6142
17	W	6142
0	R	6142
16	J	6143
15	J	6143
16	R	6143
16	W	6143
15	R	6143
15	E	6143
12	J	6143
12	R	6143
12	W	6143
0	R	6143
17	J	6243
17	R	6243
17	W	6243
0	R	6243
16	J	6244
16	R	6244
16	W	6244
0	R	6244
17	J	6344
17	R	6344
17	W	6344
0	R	6344
16	J	6345
16	R	6345
16	E	6345
12	J	6345
12	R	6345
12	W	6345
0	R	6345
17	J	6445
17	R	6445
17	W	6445
0	R	6445
17	J	6546
17	R	6546
17	E	6546
12	J	6546
12	R	6546
12	E	6547
4	J	6547
4	R	6547
18	N	6548
18	J	6548
4	W	6548
18	R	6548
4	J	6550
18	E	6551
4	R	6551
4	W	6551
0	R	6551
4	J	6919
4	R	6919
4	W	6920
0	R	6920
4	J	7002
4	R	7002
4	W	7002
0	R	7002
4	J	7298
4	R	7298
4	W	7298
0	R	7298
4	J	7395
4	R	7395
4	W	7395
0	R	7395
4	J	7407
4	R	7407
4	W	7407
0	R	7407
4	J	7507
4	R	7507
4	W	7507
0	R	7507
4	J	7899
4	R	7899
19	N	7901
19	J	7901
4	W	7901
19	R	7901
